"trip_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tip","additional_charges","trip_total","shared_trip_authorized","trips_pooled","pickup_centroid_latitude","pickup_centroid_longitude","dropoff_centroid_latitude","dropoff_centroid_longitude"
"03680a1798466f21d8729a90ab8be32fb968c8ba","2022-01-01T00:00:00.000","2022-01-01T00:00:00.000","226","0.5181","17031062200","17031062100","6","6","5","6","2.51","13.51","false","1","41.9425851797","-87.6566440918","41.9426918444","-87.6517705068"
"001e1cbcde41b2bb67ff1ce263aa80c7c8a162fd","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","856","3.26","17031832300","17031062100","22","6","35","0","1.02","36.02","false","1","41.9192250505","-87.671445766","41.9426918444","-87.6517705068"
"0023a884e6bd212188940d21454898113d06f2a8","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","970","6.0751","17031221200","17031081403","22","8","52.5","1","4","57.5","false","1","41.9210845826","-87.704648384","41.8909220259","-87.6188683546"
"00503a62c0251a9e996bd9404a0311e56b167e53","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","984","6.69","17031081402","17031061100","8","6","95","0","5","100","false","1","41.8919715078","-87.6129454143","41.9491397709","-87.6568039088"
"005a01047edfb0961b85d426d4343e9d65db199a","2022-01-01T02:00:00.000","2022-01-01T02:30:00.000","1131","12.9895",,,"11",,"87.5","14","6.59","108.09","false","1","41.9788295262","-87.771166703",,
"00642dceba4724bd6a6a12b7d8847d2cdc49a051","2022-01-01T02:00:00.000","2022-01-01T02:30:00.000","1336","12.79",,,"28",,"52.5","0","1.02","53.52","false","1","41.874005383","-87.6635175498",,
"007bbf5d69541a9528e10111f69296b78a6762f1","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","511","1.6963","17031081600","17031080300","8","8","32.5","0","2.36","34.86","false","1","41.8920726347","-87.6288741572","41.9074919303","-87.6357600901"
"008d125c49a2ae018fdf6e50a8fb3806c528afed","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","1105","5.6495",,,"42","50","20","0","3.83","23.83","false","1","41.7788768603","-87.5949254391","41.7061257523","-87.5982558383"
"00922b86ca2bc802891559359e7435589a9e8920","2022-01-01T02:00:00.000","2022-01-01T02:00:00.000","862","3.8335","17031040600","17031831000","4","22","42.5","0","2.74","45.24","false","1","41.9668340674","-87.6840183712","41.9160052737","-87.6750951155"
"009e5921c066b193a157ff143d4ca581a8bfc5c0","2022-01-01T02:00:00.000","2022-01-01T02:45:00.000","2551","27.2174","17031070101",,"7",,"127.5","0","8.2","135.7","false","1","41.9292629902","-87.6358909539",,
"00a9f2215f00a28a85d04c85e9255a9e097c498a","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","1184","4.2674","17031081403","17031070500","8","7","92.5","0","3.14","95.64","false","1","41.8909220259","-87.6188683546","41.9289459041","-87.6608925701"
"00b50e4a3c04c1e7e64b23bfdf9b6682831b2c13","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","869","4.51","17031832000","17031081201","6","8","42.5","0","1.02","43.52","false","1","41.9462945357","-87.6542980837","41.8991556134","-87.6262105324"
"00bec5987aefc771b71969cd53cbcddde245c97a","2022-01-01T02:00:00.000","2022-01-01T02:00:00.000","375","0.95","17031081401","17031320100","8","32","30","0","1.02","31.02","false","1","41.8950334495","-87.6197106717","41.8849871918","-87.6209929134"
"00c4d7bf6c8c148786c9e0c57c12085453ef7a78","2022-01-01T02:00:00.000","2022-01-01T02:30:00.000","2301","25.8816","17031320100",,"32",,"87.5","14","7.37","108.87","false","1","41.8849871918","-87.6209929134",,
"00da76980f502ddd8640663680116bf565b42d20","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","880","7.7088","17031081202","17031839900","8","60","47.5","0","6.92","54.42","false","1","41.9027880476","-87.6261455896","41.8270879119","-87.6486268165"
"00ef0264630034595f0a78d84c5776653d1460f2","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","877","5.5002","17031081800","17031062100","8","6","47.5","0","3.1","50.6","false","1","41.8932163595","-87.6378442095","41.9426918444","-87.6517705068"
"00f03d6bac6125bdbd6c69431ed1d9ebff553099","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","1238","9.8702","17031071100","17031390700","7","39","65","0","4.01","69.01","false","1","41.9217781876","-87.6510618838","41.8059116993","-87.5874792581"
"010d6ce1367e26b0aa619068d92c976dba41b103","2022-01-01T02:00:00.000","2022-01-01T02:30:00.000","1429","8.2715","17031320400","17031061000","32","6","67.5","7","4.38","78.88","false","1","41.8774061234","-87.6219716519","41.9492209135","-87.6519703953"
"01635d02c05f504e5b115eb8470c9f6c45d0f959","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","872","4.66","17031830700","17031210700","3","21","72.5","0","0","72.5","false","1","41.958055933","-87.6603894557","41.9357064711","-87.7038545435"
"0177ac28129daaf44dd4217e3a0e0f3d46b2df46","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","1427","5.5315","17031070300","17031283200","7","28","57.5","4","3.1","64.6","false","1","41.9290469366","-87.6513108767","41.8695838595","-87.6592046708"
"01b2a12687f67e92f42bab144cb15d5d79fd980c","2022-01-01T02:00:00.000","2022-01-01T02:00:00.000","291","1.3593","17031071400","17031070300","7","7","22.5","0","2.56","25.06","false","1","41.922082541","-87.6341560931","41.9290469366","-87.6513108767"
"01d4ad4c96b59aea9ad06d7a2c5c3bfa3f3a2a4b","2022-01-01T02:00:00.000","2022-01-01T02:00:00.000","151","0.5207","17031070300","17031070200","7","7","20","0","2.36","22.36","false","1","41.9290469366","-87.6513108767","41.9290776551","-87.6462934762"
"01e48e574840f4c13a8bc47f6a30b55002024376","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","324","1.4217",,,"77","1","17.5","5","2.36","24.86","false","1","41.9867117999","-87.6634164054","42.0096228806","-87.6701668569"
"01ed90b29422899258d9f55ff633ffa9cbc45577","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","336","0.7765","17031070400","17031071200","7","7","17.5","0","2.36","19.86","false","1","41.9289672664","-87.6561568309","41.9218549112","-87.6462109769"
"0207dfc652cca0475121ac7dc8bc070b7904a0d9","2022-01-01T02:00:00.000","2022-01-01T02:15:00.000","914","2.61","17031051200","17031060900","5","6","62.5","0","0","62.5","false","1","41.9414224785","-87.6759539319","41.949829346","-87.6439653703"
"022c47b7159d84e4766820715c3a845dc418341c","2022-01-01T02:00:00.000","2022-01-01T02:30:00.000","1159","8.1307",,,"28","13","62.5","0","3.65","66.15","false","1","41.874005383","-87.6635175498","41.9836363072","-87.7235831853"
"0013313e3b2938948a3b11177d8da51916dc2ee0","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","885","3.7789",,,"28","31","37.5","0","2.96","40.46","false","1","41.874005383","-87.6635175498","41.8502663663","-87.667569312"
"003bdc281cfbc37afdad07eba282f70cce2474b4","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","595","2.1519","17031081800","17031320600","8","32","30","0","2.45","32.45","false","1","41.8932163595","-87.6378442095","41.8706073724","-87.6221729369"
"00bd868807b1179288b7f4a049deea768a7ea8fa","2022-01-01T04:00:00.000","2022-01-01T04:45:00.000","2412","35.2411",,,"7",,"62.5","0","11.29","73.78999999999999","false","1","41.9226862843","-87.6494887289",,
"00bfe36f94c5e83b6e994c1db10a3dd9f300f85b","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","937","5.1927","17031330100","17031241500","33","24","25","0","3.97","28.97","false","1","41.859349715","-87.6173580061","41.9083786693","-87.6709450752"
"00d707ddbc19eb64af9b606228b1f297738ef212","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","352","1.1506",,,"2","2","5","0","2.36","7.359999999999999","false","1","42.001571027","-87.6950125892","42.001571027","-87.6950125892"
"0139ce649d719cafa08b7f47f5709a07746f0b34","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","555","2.1362","17031062100","17031070600","6","7","15","0","2.39","17.39","false","1","41.9426918444","-87.6517705068","41.9287630064","-87.665676837"
"018c99c7475b5494103c5ef1783a0e1b16649a97","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","916","5.83",,,"28","60","37.5","10","1.02","48.52","false","1","41.874005383","-87.6635175498","41.8361501547","-87.6487879519"
"0193e92448b517e6fbd84c5f7edfc03aefd6b4ba","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","387","1.4502","17031061100","17031031502","6","3","12.5","0","2.36","14.86","false","1","41.9491397709","-87.6568039088","41.9636331692","-87.6523653588"
"01e0dbb073ff6a2b42f6d1a619defb81307b3afe","2022-01-01T04:00:00.000","2022-01-01T04:30:00.000","2183","25.4545","17031040202",,"4",,"35","0","9.74","44.74","false","1","41.9798553089","-87.6940960217",,
"020173df2bd92caff31ab1faec561d15172c3a2e","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","444","2.5347",,,"4","21","7.5","0","2.9","10.4","false","1","41.9751709433","-87.6875155152","41.9386661962","-87.7112105933"
"02138507fe35b0b613edf8fc8a3ca341251954d6","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","686","2.0592","17031842200","17031833000","8","28","27.5","0","2.37","29.87","false","1","41.9049353016","-87.6499072264","41.8852813201","-87.6572331997"
"027161d703f25ea70442956c220383c5647fbbd8","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","532","2.734",,,"7","6","17.5","0","2.51","20.009999999999998","false","1","41.9226862843","-87.6494887289","41.9442266014","-87.6559981815"
"029be8dd502726283ed98b174469bfb6799387bc","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","232","1.3351","17031241400","17031243200","24","24","15","0","2.36","17.36","false","1","41.906025969","-87.6753116216","41.8924331563","-87.6696239301"
"02ba6e4b08f5ea93fc53fa5f110b085c0338ebfc","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","333","1.8487",,,"24","22","12.5","0","2.36","14.86","false","1","41.9012069941","-87.6763559892","41.9227606205","-87.6991553432"
"02c3dbf1ae2809346d5118ede4a00ef725bacbc8","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","611","3.474",,,"62",,"12.5","0","2.67","15.17","false","1","41.7929819032","-87.7242081939",,
"031eb93ae2498122ce294aa059b7c9c3c71e92ab","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","302","1.1473","17031030200","17031030604","77","77","5","1","2.36","8.36","false","1","41.9944422482","-87.6652247765","41.9854724225","-87.6537935286"
"03368f47c7ad7c8868a8a0cc7ccf901d52cf0f42","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","974","9.362",,,"17","76","30","13","34.2","77.2","false","1","41.9465114202","-87.8060200025","41.9802643146","-87.913624596"
"0389e928364f21bd70b6b4122cdc93efe8a874ad","2022-01-01T04:00:00.000","2022-01-01T04:30:00.000","1324","10.8949",,,"56",,"20","0","4.23","24.23","false","1","41.7925923603","-87.7696154528",,
"03c452529ebe902a1ca696353e04576d505b2a95","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","481","1.8334","17031062100","17031071100","6","7","12.5","0","2.36","14.86","false","1","41.9426918444","-87.6517705068","41.9217781876","-87.6510618838"
"03fa1e04827e589e803208cca90a3c29001f84c4","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","699","5.16",,,"8","22","35","0","1.02","36.02","false","1","41.899602111","-87.6333080367","41.9227606205","-87.6991553432"
"0427ed2b7b760a600e03731c85290bac314155e3","2022-01-01T04:00:00.000","2022-01-01T04:30:00.000","1104","5.592",,,"40","65","12.5","0","4.09","16.59","false","1","41.7923572233","-87.6179313803","41.7697780588","-87.7269298425"
"04501656a3be795d1c5996dce6417e3a1495544c","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","943","5.9422",,,"15","23","12.5","0","3.19","15.69","false","1","41.9540276487","-87.7633990316","41.9000696026","-87.7209182385"
"0495ddd5447706c169d98699b238f4e1079cd5ef","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","637","2.7897",,,"2","2","7.5","0","2.53","10.03","false","1","42.001571027","-87.6950125892","42.001571027","-87.6950125892"
"04a07c0d41fa5813b2db6569c9efb572e7b727e4","2022-01-01T04:00:00.000","2022-01-01T04:15:00.000","872","3.5351","17031241500","17031063200","24","6","25","0","2.68","27.68","false","1","41.9083786693","-87.6709450752","41.9383912577","-87.6385749205"
"04a68d90d5e490607c0b77a1c2bfa6a6002b55e4","2022-01-01T04:00:00.000","2022-01-01T04:00:00.000","539","2.1265","17031061100","17031071100","6","7","20","0","2.39","22.39","false","1","41.9491397709","-87.6568039088","41.9217781876","-87.6510618838"
"0082ea5f2d3513aa38eacd28d61304bf224e7eec","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1783","22.3665",,,"59","76","62.5","11","11.72","85.22","false","1","41.8299223039","-87.6725026464","41.9802643146","-87.913624596"
"00a7dfe4db74b6fdc7bfda0bcfa8f9669c6ce81d","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","837","4.7189",,,"32","6","27.5","0","2.93","30.43","false","1","41.8788655841","-87.6251921424","41.9442266014","-87.6559981815"
"00f617fdb519e0ac6ceb924f7df9cc5194d72674","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1028","4.99",,,"32","7","55","0","0","55","false","1","41.8788655841","-87.6251921424","41.9226862843","-87.6494887289"
"012ebd30d8823130a89043927c3b3a31c49c8ced","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1273","14.3197",,,,"8","17.5","0","4.95","22.45","false","1",,,"41.899602111","-87.6333080367"
"02d8799fb4525fe0cd42bb208ea56d3d5ad1f0b7","2022-01-01T06:00:00.000","2022-01-01T06:00:00.000","312","1.5908",,,"61","63","15","0","4.22","19.22","false","1","41.8090182499","-87.6591665992","41.795430631","-87.6964352325"
"02e2f22d052a51c90526b83569947e6deef4f42a","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","904","6.8806",,,"6","28","27.5","7","3.38","37.88","false","1","41.9442266014","-87.6559981815","41.874005383","-87.6635175498"
"02e71b7565e7cb1f26927d19f4a6b1ec5e0c5fb6","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1174","17.513","17031081403","17031980000","8","76","107.5","0","11.05","118.55","false","1","41.8909220259","-87.6188683546","41.9790708201","-87.9030396611"
"03290dbb88641b7f8ecaa159bb69959121eced97","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","166","0.84",,,"23","22","35","0","1.02","36.02","false","1","41.9000696026","-87.7209182385","41.9227606205","-87.6991553432"
"03ebf2689d2702eca18ac6b211e2eb0cf8fab710","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1300","8.08",,,"65","73","45","0","0","45","false","1","41.7697780588","-87.7269298425","41.7174930361","-87.6488950721"
"046469a8603fa6b3aa159bd7599a4f58d255e2da","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1108","17.7812","17031839100","17031980000","32","76","47.5","12","10.67","70.17","false","1","41.8809944707","-87.6327464887","41.9790708201","-87.9030396611"
"04ad2a58690a6238176f62069dd922281dd9e67c","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","816","3.6373",,,"18","15","10","0","4.32","14.32","false","1","41.9292973683","-87.7980321814","41.9540276487","-87.7633990316"
"05121befc76ed9a6eb3d961c76e1eafbd8f506b0","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","896","7.22",,,"22","31","40","0","1.02","41.02","false","1","41.9227606205","-87.6991553432","41.8502663663","-87.667569312"
"0538a2de4640e411a48611425a2dd350d46a8621","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","678","3.9002",,,"22","24","17.5","0","3.72","21.22","false","1","41.9227606205","-87.6991553432","41.9012069941","-87.6763559892"
"053de8cbd51c0dd8ba488fd29b3a00ce4d35040a","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","567","2.74",,,"23","21","32.5","0","1.02","33.52","false","1","41.9000696026","-87.7209182385","41.9386661962","-87.7112105933"
"05798254f3c30b28ec917154356195d718b2f20a","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","1243","11.72",,,,"76","35","0","6.02","41.019999999999996","false","1",,,"41.9802643146","-87.913624596"
"058c3f262514b65628f0dace5f9dc6c73144a62a","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1548","20.1168","17031980000",,"76",,"37.5","0","12.67","50.17","false","1","41.9790708201","-87.9030396611",,
"058e972c32459f3089d815af1277cdfffa58dcf1","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","637","3.8751",,,"21","23","17.5","0","4.54","22.04","false","1","41.9386661962","-87.7112105933","41.9000696026","-87.7209182385"
"059f0a3f1c554d1d27494bb722e1632e07c35be6","2022-01-01T06:00:00.000","2022-01-01T06:00:00.000","484","3.5561",,,"74","72","7.5","4","3.46","14.96","false","1","41.6948789661","-87.7131924966","41.713148612","-87.6750753124"
"05a5abeb73f772bec8e5107af09596ff4f799920","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","714","7.2774",,,"59","8","15","0","5.07","20.07","false","1","41.8299223039","-87.6725026464","41.899602111","-87.6333080367"
"05b002bdcb663c2fafe3f03cfc160c5d9305075f","2022-01-01T06:00:00.000","2022-01-01T06:00:00.000","297","0.83",,,"24","24","17.5","0","1.02","18.52","false","1","41.9012069941","-87.6763559892","41.9012069941","-87.6763559892"
"05d3de05a86e0eed066a851f847215c3a3bb23b7","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","1020","5.0247",,,"23","18","22.5","0","2.99","25.490000000000002","false","1","41.9000696026","-87.7209182385","41.9292973683","-87.7980321814"
"05d63d2b92c1a070d8c7442a575d754fd2508ae8","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1483","17.6595",,,"42",,"27.5","0","7.28","34.78","false","1","41.7788768603","-87.5949254391",,
"0627dfe549f5952874898f8281765e4e12c0587f","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","1111","12.1869","17031320100","17031980100","32","56","35","0","9.5","44.5","false","1","41.8849871918","-87.6209929134","41.785998518","-87.7509342894"
"06e49fd003a7fe1f5b078eec4608ad197890f142","2022-01-01T06:00:00.000","2022-01-01T06:30:00.000","1501","18.11","17031081500","17031980000","8","76","82.5","0","6.02","88.52","false","1","41.8925077809","-87.6262149064","41.9790708201","-87.9030396611"
"07314b9b1d8b1803aca8dcd87280e04e99270691","2022-01-01T06:00:00.000","2022-01-01T06:15:00.000","601","2.9232",,,"8","7","12.5","0","4.89","17.39","false","1","41.899602111","-87.6333080367","41.9226862843","-87.6494887289"
"0029109278840f24fc0c78e28c71c036a571c563","2022-01-01T08:00:00.000","2022-01-01T08:00:00.000","580","3.74",,,"49","71","17.5","0","1.02","18.52","false","1","41.7065878819","-87.6233665115","41.7442051463","-87.6563059862"
"00349f7479b00dc0b5ffb1e4016289dc400e7758","2022-01-01T08:00:00.000","2022-01-01T08:30:00.000","1301","8.71",,,,"19","22.5","0","1.02","23.52","false","1",,,"41.9272609555","-87.7655016086"
"00a2635ee5a442daf8e798a13fef6aaf95675122","2022-01-01T08:00:00.000","2022-01-01T08:00:00.000","478","1.65","17031839000","17031320400","32","32","15","0","1.02","16.02","false","1","41.8710158803","-87.6314065252","41.8774061234","-87.6219716519"
"00a8e02594b39b4e52be397a2fbc8b91050dac21","2022-01-01T08:00:00.000","2022-01-01T08:30:00.000","2636","36.192",,,"7",,"42.5","0","9.54","52.04","false","1","41.9226862843","-87.6494887289",,
"00c020b39716dcb3f58dfe93fc4bb25026507838","2022-01-01T08:00:00.000","2022-01-01T08:15:00.000","1463","18.8595","17031320600","17031980000","32","76","25","0","10.9","35.9","false","1","41.8706073724","-87.6221729369","41.9790708201","-87.9030396611"
"00cf551319730c52aaaa61c044c49d072ed3072d","2022-01-01T08:00:00.000","2022-01-01T08:15:00.000","795","5.213","17031242400","17031281900","24","28","25","0","14.71","39.71","false","1","41.8994222543","-87.684490122","41.8792550844","-87.642648998"
"00d7ac703126918de3aa87f8ac2ca6010f83fea2","2022-01-01T08:00:00.000","2022-01-01T08:15:00.000","818","7.9655","17031030103","17031081600","77","8","17.5","0","3.61","21.11","false","1","41.9955129914","-87.6558149022","41.8920726347","-87.6288741572"
"01af1c2b50f66c13c742bba4f1303451f5090865","2022-01-01T08:00:00.000","2022-01-01T08:00:00.000","387","1.6627",,,"28","31","7.5","1","2.36","10.86","false","1","41.874005383","-87.6635175498","41.8502663663","-87.667569312"
"01ba850df1507754096b6abc0d8fd4ea59101817","2022-01-01T08:00:00.000","2022-01-01T08:00:00.000","481","3.2292",,,"7","8","10","0","2.87","12.870000000000001","false","1","41.9226862843","-87.6494887289","41.899602111","-87.6333080367"
"01db5dd3f645927d6ebcbb8c1ee8c70ff6f144dd","2022-01-01T08:00:00.000","2022-01-01T08:30:00.000","1649","10.3446",,,"68",,"17.5","0","4.64","22.14","false","1","41.7771962546","-87.6424975271",,
"01df8195ecdc3577e2fe79f161364b8d28a70356","2022-01-01T08:00:00.000","2022-01-01T08:00:00.000","358","1.6473",,,"2","4","7.5","0","2.36","9.86","false","1","42.001571027","-87.6950125892","41.9751709433","-87.6875155152"
"01ffed9229a982812b58219aed021654ce5a081c","2022-01-01T08:00:00.000","2022-01-01T08:00:00.000","537","3.01","17031063303","17031081202","6","8","5","0","1.02","6.02","false","1","41.9346504482","-87.6346478774","41.9027880476","-87.6261455896"
